id,title,description,link,image_link,availability,price,sale_price,brand,condition,gtin,mpn,identifier_exists
B673,Amerex B673 | 65 lb Halotron I | Wheeled Clean Agent Fire Extinguisher | 4A 80B:C,The Amerex B673 65 lb Halotron I Wheeled Fire Extinguisher is designed for rapid response to large Class B and Class C fire hazards where clean agent protection is required. Its high-capacity wheeled design allows a single operator to quickly transport the extinguisher to the fire while protecting sensitive equipment without leaving residue. Key Features 65 lb Halotron I clean agent Wheeled extinguisher design Clean agent leaves no residue Rechargeable and serviceable Heavy-duty steel carriage Industrial-grade wheels Hose and discharge horn assembly Excellent mobility for large hazards Specifications Model: B673 Agent Capacity: 65 lb Wheeled stored-pressure design Rechargeable USCG Approved FAA approved for both ramp use (ARFF Vehicle) and on board an aircraft Cylinder: DOT 4BW240 Recommended Applications Aircraft hangars Data centres Electrical substations Telecommunications facilities Industrial plants Manufacturing facilities,https://teslafire.com/product/amerex-673-65-lb-halotron-i-wheeled-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/673.png,in_stock,25702.62 USD,17426.00 USD,Amerex,new,,B673,
C-100,5lb Surface Mounted Steel Fire Extinguisher Cabinet - White,"This surface-mounted metal fire extinguisher cabinet is designed to securely house a 5 lb ABC fire extinguisher. Constructed from durable materials, it features a keyed lock for authorized access and a clear viewing panel for easy visibility. The cabinet's white enamel finish ensures it complements various interior settings while providing essential protection for your fire safety equipment.",https://teslafire.com/product/5lb-surface-mounted-steel-fire-extinguisher-cabinet-white/,https://teslafire.com/wp-content/uploads/2026/07/c100.png,in_stock,102.00 USD,67.00 USD,Amerex,new,190735481837,C-100,
TF-20936,"Fire Extinguisher Cover (Window) for 2.5 to 5lb Extinguisher (16"" x 11"")","Protect your fire extinguisher with this durable vinyl cover, designed to fit 2.5lb to 5lb extinguishers. The clear viewing window lets you easily check the charge status without removing the cover. Its water and mildew-resistant material ensures long-lasting protection, making it perfect for indoor and outdoor use. Key Features: Clear Viewing Window: Quickly check charge status. Water & Mildew Resistant: Durable protection from the elements. Elastic Back: Easy to install and remove. Versatile Fit: Suitable for 2.5lb to 5lb extinguishers.",https://teslafire.com/product/fire-extinguisher-cover-window-for-2-5-to-5lb-extinguisher-16-x-11/,https://teslafire.com/wp-content/uploads/2026/07/Fire-Extinguisher-Cover-Window-for-2.5-to-5lb-Extinguisher-16-x-11.jpg,in_stock,38.55 USD,,Amerex,new,,,no
TF-20937,Fire Extinguisher Cover (With Window) – Fits 10 to 20 lb Extinguishers Medium 25 x 16 1/2,"Protect your fire extinguisher from dust, moisture, and mildew with this durable, water-resistant cover. Designed for 10 to 20 lb extinguishers, its bright red color ensures high visibility, while the clear window allows quick checks of the charge status. Key Features: Durable Protection: Water-resistant and mildew-resistant material Clear Viewing Window: Easily check the charge status without removing the cover High Visibility: Bright red color for easy identification in emergencies Universal Fit: Medium size (25"" x 16 1/2"") fits 10 to 20 lb extinguishers Weather Resistant: Ideal for indoor and outdoor use, protecting from dust and elements",https://teslafire.com/product/fire-extinguisher-cover-with-window-fits-10-to-20-lb-extinguishers-medium-25-x-16-1-2/,https://teslafire.com/wp-content/uploads/2026/07/20lb-FX-Cover-with-Window.png,in_stock,69.15 USD,,Amerex,new,,,no
C-999,10lb Surface Mounted Steel Fire Extinguisher Cabinet - White,"This surface-mounted metal fire extinguisher cabinet is designed to securely house a 10 lb ABC fire extinguisher. Constructed from durable materials, it features a keyed lock for authorized access and a clear viewing panel for easy visibility. The cabinet’s white enamel finish ensures it complements various interior settings while providing essential protection for your fire safety equipment.",https://teslafire.com/product/10lb-surface-mounted-steel-fire-extinguisher-cabinet-white/,https://teslafire.com/wp-content/uploads/2026/07/WIL_C999.png,in_stock,145.50 USD,84.00 USD,Amerex,new,190735483770,C-999,
810,Amerex 810 | 20 Lb Heavy Duty Vehicle Bracket,"The Amerex 810 Heavy Duty Steel Bracket is designed to securely mount a 20lb ABC/10lb CO2 fire extinguisher with a 7″ cylinder diameter. Made from durable steel with a primed and powder-coated paint finish, this bracket ensures long-lasting performance and meets the latest U/L salt spray requirements (240 hrs. @ 20% salt solution ASTM B117), providing reliable protection for your fire extinguisher in harsh environments.",https://teslafire.com/product/amerex-heavy-duty-vehicle-bracket-7-cylinder-810/,https://teslafire.com/wp-content/uploads/2026/07/810.png,in_stock,97.04 USD,,Amerex,new,850026795547,810,
C-104,20lb Surface Mounted Steel Fire Extinguisher Cabinet - White,"This surface-mounted metal fire extinguisher cabinet is designed to securely house a 20 lb ABC fire extinguisher. Constructed from durable materials, it features a keyed lock for authorized access and a clear viewing panel for easy visibility. The cabinet's white enamel finish ensures it complements various interior settings while providing essential protection for your fire safety equipment.",https://teslafire.com/product/20lb-surface-mounted-steel-fire-extinguisher-cabinet-white/,https://teslafire.com/wp-content/uploads/2026/07/c100.png,in_stock,155.00 USD,113.00 USD,Amerex,new,,C-104,
B417T,Amerex B417T | 2.5 lb ABC | Dry Chemical Fire Extinguisher with Vehicle Bracket | 1A 10B:C,"The Amerex B417T 2.5 lb ABC Dry Chemical Fire Extinguisher is a compact, rechargeable fire extinguisher designed to protect against Class A, Class B, and Class C fires . Built with a durable steel cylinder and dependable all-metal valve construction, this extinguisher is ideal for vehicles, service trucks, marine applications, workshops, and small commercial spaces where reliable fire protection is essential. The included vehicle bracket allows for secure mounting in trucks, vans, heavy equipment, and other mobile applications while maintaining quick accessibility during an emergency. Key Features UL Rated 1A:10B:C Multi-purpose ABC dry chemical extinguishing agent Rechargeable and fully serviceable design Durable steel cylinder with corrosion-resistant finish Heavy-duty all-metal valve construction Includes vehicle mounting bracket Easy-to-read pressure gauge Manufactured in the USA Meets NFPA 10 inspection and maintenance requirements Six-year maintenance interval and twelve-year hydrostatic test cycle Specifications Manufacturer: Amerex Corporation Model: B417T Extinguishing Agent: ABC Dry Chemical Agent Capacity: 2.5 lb (1.1 kg) UL Rating: 1A:10B:C Cylinder Material: Steel Rechargeable: Yes Bracket: Vehicle Bracket Included Operating Temperature: -65°F to 120°F (-54°C to 49°C) Discharge Time: Approximately 8 seconds Discharge Range: Approximately 9 – 15 ft (2.7 – 4.6 m) Applications & Uses Service vehicles and fleet trucks Commercial vans and utility vehicles Recreational vehicles (RVs) and campers Boats and marine applications Workshops and garages Construction and landscaping equipment Residential fire protection Electrical and mechanical service vehicles Light commercial and retail spaces",https://teslafire.com/product/amerex-b417tx-2-5-lb-abc-dry-chemical-fire-extinguisher-with-vehicle-bracket-1a-10bc/,https://teslafire.com/wp-content/uploads/2026/07/ABC_B417-1-1.webp,in_stock,92.00 USD,63.00 USD,Amerex,new,850026795240,B417T,
B674,Amerex B674 | 150 lb Halotron I | Wheeled Clean Agent Fire Extinguisher | 10A:120B:C,"The Amerex B674 150 lb Halotron I Wheeled Fire Extinguisher is designed for rapid response to large-scale Class A, B, and C fires where protecting valuable assets is as important as extinguishing the fire. Utilizing Halotron I clean agent , the Model B674 leaves no residue , is non-conductive , and evaporates quickly, helping minimize downtime and costly cleanup after discharge. Its heavy-duty wheeled design allows a single operator to quickly transport the extinguisher to high-hazard areas including aircraft maintenance facilities, petrochemical plants, power generation sites, telecommunications infrastructure, data centers, military installations, and industrial manufacturing facilities. The Amerex B674 features a rugged steel cylinder, corrosion-resistant finish, industrial-grade hose assembly, and dependable all-metal valve construction built to withstand demanding commercial and industrial environments. Key Features 150 lb Halotron I Clean Agent UL Rated 10A:120B:C Leaves no residue after discharge Safe for energized electrical equipment Non-conductive extinguishing agent Rapidly evaporating clean agent Heavy-duty wheeled industrial design Long-range discharge for large fire hazards Corrosion-resistant construction Durable steel cylinder Large industrial discharge hose Heavy-duty steel carriage Designed for operation by one person Manufactured to UL Standards NFPA 10 Compliant ISO 9001 & ISO 14001 Certified Specifications Manufacturer: Amerex Model: B674 Agent: Halotron I Clean Agent Capacity: 150 lb Fire Rating: 10A:120B:C Extinguisher Type: Wheeled Application: Class A, B & C Fires Discharge: Hose & Industrial Nozzle Cylinder: Steel Valve: Heavy-Duty Brass Mobility: Two-Wheel Industrial Carriage Compliance: UL Listed, UL Listed, NFPA 10 Applications Aircraft hangars Aircraft maintenance facilities Airports Military installations Data centres Server rooms Telecommunications facilities Electrical substations Control rooms Generator rooms Industrial manufacturing plants Petrochemical facilities Offshore platforms Marine applications Museums Archives Laboratories Pharmaceutical facilities Clean rooms Warehouses containing sensitive equipment Advantages of Halotron I Leaves no powder residue Minimizes equipment damage Eliminates lengthy cleanup Helps reduce operational downtime Safe for electronics Non-corrosive Electrically non-conductive Excellent visibility during discharge",https://teslafire.com/product/amerex-674-150-lb-halotron-i-wheeled-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/674.png,in_stock,39307.21 USD,26650.00 USD,Amerex,new,,B674,
B675,Amerex B675 | 150 lb Halotron I | Wheeled Clean Agent Fire Extinguisher | 10A:120B:C,"The Amerex B675 150 lb Halotron I Wheeled Fire Extinguisher is engineered for protecting large, high-value commercial and industrial facilities where clean agent fire suppression is essential. Charged with 150 lb of Halotron I , this extinguisher effectively suppresses Class A, B, and C fires while leaving no residue , minimizing equipment damage and reducing costly cleanup and downtime. Halotron I is specifically designed for environments containing sensitive electronics, electrical equipment, aviation assets, and critical infrastructure. Unlike the Model 674 , the B675 is equipped with 36-inch steel wheels with rubber tread , making it ideal for rough terrain, outdoor industrial sites, airports, military installations, petrochemical facilities, and remote locations where larger wheels improve mobility. Its heavy-duty steel carriage, industrial hose assembly, brass valve, and rugged construction make the Amerex B675 a dependable solution for demanding fire protection applications. Key Features 150 lb Halotron I Clean Agent UL Rated 10A:120B:C Heavy-duty wheeled fire extinguisher Large 36-inch steel wheels with rubber tread Leaves no residue after discharge Electrically non-conductive Safe for energized electrical equipment Long-range industrial discharge hose Heavy-duty brass valve assembly Corrosion-resistant steel cylinder Designed for operation by a single person Manufactured to UL Standards NFPA 10 Compliant ISO 9001 & ISO 14001 Certified Specifications Manufacturer: Amerex Model: B675 Agent: Halotron I Clean Agent Capacity: 150 lb Fire Rating: 10A:120B:C Extinguisher Type: Wheeled Application: Class A, B & C Fires Valve: Heavy-Duty Brass Discharge Hose: 50 ft Industrial Hose Wheel Configuration: 36"" Steel Wheels with Rubber Tread Cylinder: Steel Compliance: UL Listed, UL Listed, NFPA 10 Compliant Applications Aircraft hangars Airports Aircraft maintenance facilities Military bases Petrochemical plants Oil & gas facilities Refineries Electrical substations Data centres Server rooms Telecommunications facilities Manufacturing plants Warehouses Power generation facilities Marine terminals Heavy industrial sites Chemical processing facilities Advantages of Halotron I Leaves no powder residue Safe for delicate electronic equipment Non-conductive agent Non-corrosive Rapid evaporation after discharge Reduces equipment damage Minimizes business interruption Excellent operator visibility during discharge",https://teslafire.com/product/amerex-675-150-lb-halotron-i-wheeled-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/675.png,in_stock,46929.50 USD,31818.00 USD,Amerex,new,,B675,
331,Amerex 331 | 15 lb CO₂ | Fire Extinguisher with Wall Bracket | 10B:C,"The Amerex 331 15 lb Carbon Dioxide (CO₂) Fire Extinguisher provides clean, residue-free fire protection for Class B flammable liquid fires and Class C energized electrical equipment . Using carbon dioxide as the extinguishing agent, the 331 suppresses fire by reducing oxygen levels without leaving powder or liquid residue, making it ideal for protecting sensitive electronics, machinery, and critical equipment. With a larger agent capacity than the 10 lb model, the Amerex 331 offers increased discharge time and greater firefighting capability for commercial, industrial, and institutional environments. It is commonly installed in electrical rooms, data centers, telecommunications facilities, manufacturing plants, laboratories, healthcare facilities, marine applications, and mechanical rooms . The extinguisher features a seamless aluminum cylinder, heavy-duty chrome-plated brass valve, corrosion-resistant components, and a non-conductive discharge horn engineered for reliable performance and long service life. Key Features 15 lb Carbon Dioxide (CO₂) extinguishing agent UL Rated 10B:C Leaves absolutely no residue after discharge Safe for energized electrical equipment Electrically non-conductive agent Lightweight seamless aluminum cylinder Heavy-duty chrome-plated brass valve Corrosion-resistant construction Large non-conductive discharge horn Stored-pressure design QR-coded multilingual operating instructions Manufactured to UL Standards NFPA 10 Compliant ISO 9001 & ISO 14001 Certified Specifications Manufacturer: Amerex Model: 331 Agent: Carbon Dioxide (CO₂) Capacity: 15 lb Fire Rating: 10B:C Extinguisher Type: Hand Portable Cylinder: Lightweight Aluminum Valve: Chrome-Plated Brass Discharge Device: Non-Conductive CO₂ Horn Included Bracket: Wall Bracket Compliance: UL Listed, NFPA 10 Compliant Applications Electrical rooms Switchgear rooms Data centers Server rooms Telecommunications facilities Computer rooms Laboratories Healthcare facilities Manufacturing plants Industrial machinery Control panels CNC equipment Mechanical rooms Marine vessels Commercial offices Retail facilities Benefits of Carbon Dioxide (CO₂) Leaving no residue after use Protecting delicate electronic equipment Eliminating cleanup costs Being electrically non-conductive Minimizing equipment damage Reducing operational downtime Quickly suppressing Class B and C fires",https://teslafire.com/product/amerex-331-15-lb-co2-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/331x.png,in_stock,786.35 USD,479.00 USD,Amerex,new,,331,
332,Amerex 332 | 20 lb CO₂ | Fire Extinguisher with Wall Bracket | 10B:C,"The Amerex 332 20 lb Carbon Dioxide (CO₂) Fire Extinguisher is engineered for protecting larger Class B flammable liquid fires and Class C energized electrical equipment where a clean extinguishing agent is required. Charged with 20 lb of carbon dioxide , the Model 332 suppresses fires without leaving powder or liquid residue, making it the preferred choice for environments containing sensitive electronics, electrical systems, and valuable equipment. With its larger agent capacity and extended discharge time, the Amerex 332 is ideal for commercial, institutional, and industrial facilities requiring increased firefighting capability. The extinguisher features a seamless aluminum cylinder, heavy-duty chrome-plated brass valve, corrosion-resistant construction, and a non-conductive discharge horn for dependable performance and long service life. Key Features 20 lb Carbon Dioxide (CO₂) extinguishing agent UL Rated 10B:C Clean agent leaves no residue Safe for energized electrical equipment Electrically non-conductive extinguishing agent Extended discharge time for larger hazards Lightweight seamless aluminum cylinder Heavy-duty chrome-plated brass valve Corrosion-resistant construction Large non-conductive discharge horn Stored-pressure design QR-coded multilingual operating instructions Manufactured to UL Standards NFPA 10 Compliant ISO 9001 & ISO 14001 Certified Specifications Manufacturer: Amerex Model: 332 Agent: Carbon Dioxide (CO₂) Capacity: 20 lb Fire Rating: 10B:C Extinguisher Type: Hand Portable Cylinder: Lightweight Aluminum Valve: Chrome-Plated Brass Discharge Device: Non-Conductive CO₂ Horn Included Bracket: Wall Bracket Compliance: UL Listed, NFPA 10 Compliant Applications Electrical rooms Switchgear rooms Data centers Server rooms Telecommunications facilities Computer rooms Laboratories Healthcare facilities Manufacturing plants Industrial machinery Control panels Mechanical rooms Marine vessels Commercial buildings Warehouses Retail facilities Benefits of Carbon Dioxide (CO₂) Leaving no residue after discharge Protecting sensitive electronic equipment Eliminating cleanup costs Being electrically non-conductive Reducing equipment damage Minimizing operational downtime Quickly suppressing Class B and C fires",https://teslafire.com/product/amerex-332-20-lb-co2-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/332x.png,in_stock,979.80 USD,596.00 USD,Amerex,new,,332,
333,Amerex 333 | 50 lb CO₂ | Wheeled Fire Extinguisher | 20B:C,"The Amerex 333 50 lb Wheeled Carbon Dioxide (CO₂) Fire Extinguisher is designed for rapid suppression of Class B flammable liquid and Class C energized electrical fires in large commercial and industrial environments. Its 50 lb carbon dioxide charge provides extended discharge time and increased firefighting capability while leaving absolutely no residue , making it ideal for protecting sensitive electronics, electrical equipment, machinery, and high-value assets. Mounted on a rugged steel wheeled carriage, the Amerex 333 can be easily transported by a single operator to quickly respond to fires in manufacturing facilities, power generation plants, aircraft maintenance hangars, telecommunications facilities, data centres, marine applications, and industrial processing plants. Unlike dry chemical extinguishers, carbon dioxide will not contaminate sensitive equipment or require costly cleanup after discharge. Key Features 50 lb Carbon Dioxide (CO₂) extinguishing agent UL Rated 20B:C Heavy-duty wheeled extinguisher Leaves absolutely no residue Safe for energized electrical equipment Electrically non-conductive agent Extended discharge time Heavy-duty steel carriage Durable industrial construction Large discharge horn and hose assembly Corrosion-resistant components Easy one-person operation Manufactured to UL Standards NFPA 10 Compliant ISO 9001 & ISO 14001 Certified Specifications Manufacturer: Amerex Model: 333 Agent: Carbon Dioxide (CO₂) Capacity: 50 lb Fire Rating: 20B:C Extinguisher Type: Wheeled Cylinder: Steel Valve: Heavy-Duty Brass Discharge Device: Hose & Non-Conductive CO₂ Horn Mobility: Heavy-Duty Wheeled Carriage Compliance: UL Listed, UL Listed, NFPA 10 Compliant Applications Data centres Server rooms Electrical substations Switchgear rooms Telecommunications facilities Manufacturing plants Aircraft hangars Aircraft maintenance facilities Industrial processing plants Marine facilities Power generation plants Laboratories Pharmaceutical facilities Warehouses Commercial buildings Mechanical rooms Benefits of Carbon Dioxide (CO₂) Leaving no residue after discharge Protecting sensitive electronics Eliminating cleanup costs Being electrically non-conductive Preventing contamination of equipment Reducing operational downtime Quickly suppressing Class B and Class C fires",https://teslafire.com/product/amerex-333-50-lb-wheeled-co2-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/333.png,in_stock,6657.03 USD,,Amerex,new,,333,
TF-21044,Amerex 674 | 150 lb Halotron I | Wheeled Clean Agent Fire Extinguisher | 2A:10B:C,"The Amerex 674 150 lb Halotron I Wheeled Fire Extinguisher is designed for rapid response to large-scale Class A, B, and C fires where protecting valuable assets is as important as extinguishing the fire. Utilizing Halotron I clean agent , the Model 674 leaves no residue , is non-conductive , and evaporates quickly, helping minimize downtime and costly cleanup after discharge. Its heavy-duty wheeled design allows a single operator to quickly transport the extinguisher to high-hazard areas including aircraft maintenance facilities, petrochemical plants, power generation sites, telecommunications infrastructure, data centers, military installations, and industrial manufacturing facilities. The Amerex 674 features a rugged steel cylinder, corrosion-resistant finish, industrial-grade hose assembly, and dependable all-metal valve construction built to withstand demanding commercial and industrial environments. Key Features 150 lb Halotron I Clean Agent UL/ULC Rated 2A:10B:C Leaves no residue after discharge Safe for energized electrical equipment Non-conductive extinguishing agent Rapidly evaporating clean agent Heavy-duty wheeled industrial design Long-range discharge for large fire hazards Corrosion-resistant construction Durable steel cylinder Large industrial discharge hose Heavy-duty steel carriage Designed for operation by one person Manufactured to UL Standards NFPA 10 Compliant ISO 9001 & ISO 14001 Certified Specifications Manufacturer: Amerex Model: 674 Agent: Halotron I Clean Agent Capacity: 150 lb Fire Rating: 2A:10B:C Extinguisher Type: Wheeled Application: Class A, B & C Fires Discharge: Hose & Industrial Nozzle Cylinder: Steel Valve: Heavy-Duty Brass Mobility: Two-Wheel Industrial Carriage Compliance: UL Listed, ULC Listed, NFPA 10 Applications Aircraft hangars Aircraft maintenance facilities Airports Military installations Data centres Server rooms Telecommunications facilities Electrical substations Control rooms Generator rooms Industrial manufacturing plants Petrochemical facilities Offshore platforms Marine applications Museums Archives Laboratories Pharmaceutical facilities Clean rooms Warehouses containing sensitive equipment Advantages of Halotron I Leaves no powder residue Minimizes equipment damage Eliminates lengthy cleanup Helps reduce operational downtime Safe for electronics Non-corrosive Electrically non-conductive Excellent visibility during discharge",https://teslafire.com/product/amerex-674-150-lb-halotron-i-wheeled-clean-agent-fire-extinguisher-2a10bc/,https://teslafire.com/wp-content/uploads/2026/07/AMEREX-BRACKETS-4-674.png,in_stock,42877.40 USD,34595.00 USD,Amerex,new,,,no
334,Amerex 334 | 100 lb CO₂ | Wheeled Fire Extinguisher | 20B:C,"The Amerex 334 is a 100 lb wheeled carbon dioxide fire extinguisher designed for large Class B flammable-liquid and Class C energized-electrical hazards. Carbon dioxide is electrically non-conductive, odorless, and leaves no residue, helping protect sensitive equipment while minimizing cleanup and downtime. Key Features 100 lb CO₂ agent capacity 20B:C fire rating Residue-free and non-contaminating discharge Heavy-duty wheeled carriage 40 ft hose with discharge horn Single-person transport and operation 5-year manufacturer’s warranty Applications Power-generation facilities Electrical rooms and switchgear areas Manufacturing plants Aircraft maintenance facilities Laboratories and process areas Specifications Manufacturer: Amerex Model: 334 Agent: Carbon Dioxide (CO₂) Capacity: 100 lb Rating: 20B:C Discharge range: 10–15 ft Discharge time: 74 ± 8 seconds Hose length: 40 ft Shipping weight: 461 lb",https://teslafire.com/product/amerex-334-100-lb-co₂-wheeled-fire-extinguisher-20bc/,https://teslafire.com/wp-content/uploads/2026/07/334.png,in_stock,9841.08 USD,,Amerex,new,,334,
680R,Amerex 680R | 150 lb Class D Sodium Chloride | Wheeled Fire Extinguisher,"The Amerex 680R is a large-capacity wheeled Class D fire extinguisher engineered for magnesium, sodium, potassium and sodium-potassium alloy fires. Its argon-cylinder-operated regulated-pressure system delivers the agent at low pressure to help avoid disturbing burning metal while providing controlled application from a safer operating distance. Key Features 150 lb Super D sodium chloride extinguishing agent Regulated to 125 psi 25 ft industrial discharge hose 36-inch steel wheels with non-sparking rubber treads Chrome-plated brass regulator and fittings Heavy-duty steel cylinder and carriage 6-year manufacturer’s warranty Applications Metal-processing facilities Foundries and machine shops Mining and heavy industry Laboratories handling combustible metals Specialized manufacturing operations Specifications Manufacturer: Amerex Model: 680R Agent: Super D sodium chloride Capacity: 150 lb Discharge time: 80 seconds Discharge range: 4–8 ft with applicator Hose length: 25 ft Shipping weight: 444 lb",https://teslafire.com/product/amerex-680r-150-lb-class-d-sodium-chloride-wheeled-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/680R.png,in_stock,17600.11 USD,,Amerex,new,,680R,
681R,Amerex 681R | 250 lb Class D Copper | Wheeled Fire Extinguisher,The Amerex 681R is a large-capacity wheeled Class D fire extinguisher engineered for lithium and lithium-alloy metal fires. Its argon-cylinder-operated regulated-pressure system delivers the agent at low pressure to help avoid disturbing burning metal while providing controlled application from a safer operating distance. Key Features 250 lb Copper powder extinguishing agent Regulated to 125 psi 25 ft industrial discharge hose 36-inch steel wheels with non-sparking rubber treads Chrome-plated brass regulator and fittings Heavy-duty steel cylinder and carriage 6-year manufacturer’s warranty Applications Metal-processing facilities Foundries and machine shops Mining and heavy industry Laboratories handling combustible metals Specialized manufacturing operations Specifications Manufacturer: Amerex Model: 681R Agent: Copper powder Capacity: 250 lb Discharge time: 120 seconds Discharge range: 4–8 ft with applicator Hose length: 25 ft Shipping weight: 544 lb,https://teslafire.com/product/amerex-681r-250-lb-class-d-copper-wheeled-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/681R.png,in_stock,23979.09 USD,,Amerex,new,,681R,
711,Amerex 711 Z-Series | 10 lb ABC | Compliance Flow Fire Extinguisher | 4A:80B:C,"The Amerex 711 Z-Series is a 10 lb ABC dry chemical compliance flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 10 lb ABC dry chemical 4A:80B:C fire rating Compliance Flow design 22-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 711 Series: Z-Series High Performance Agent: ABC dry chemical Capacity: 10 lb Flow type: Compliance Flow Rating: 4A:80B:C Discharge time: 22 seconds Shipping weight: 20 lb",https://teslafire.com/product/amerex-711-z-series-10-lb-abc-compliance-flow-fire-extinguisher-4a80bc/,https://teslafire.com/wp-content/uploads/2026/07/AMEREX-BRACKETS-6-711X.png,in_stock,572.36 USD,,Amerex,new,,711,
713,Amerex 713 Z-Series | 13.2 lb ABC | Compliance Flow Fire Extinguisher | 4A:80B:C,"The Amerex 713 Z-Series is a 13.2 lb ABC dry chemical compliance flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 13.2 lb ABC dry chemical 4A:80B:C fire rating Compliance Flow design 22-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 713 Series: Z-Series High Performance Agent: ABC dry chemical Capacity: 13.2 lb Flow type: Compliance Flow Rating: 4A:80B:C Discharge time: 22 seconds Shipping weight: 31 lb",https://teslafire.com/product/amerex-713-z-series-13-2-lb-abc-compliance-flow-fire-extinguisher-4a80bc/,https://teslafire.com/wp-content/uploads/2026/07/713.png,in_stock,776.00 USD,,Amerex,new,,713,
714,Amerex 714 Z-Series | 20 lb ABC | Compliance Flow Fire Extinguisher | 10A:120B:C,"The Amerex 714 Z-Series is a 20 lb ABC dry chemical compliance flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 20 lb ABC dry chemical 10A:120B:C fire rating Compliance Flow design 30-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 714 Series: Z-Series High Performance Agent: ABC dry chemical Capacity: 20 lb Flow type: Compliance Flow Rating: 10A:120B:C Discharge time: 30 seconds Shipping weight: 43 lb",https://teslafire.com/product/amerex-714-z-series-20-lb-abc-compliance-flow-fire-extinguisher-10a120bc/,https://teslafire.com/wp-content/uploads/2026/07/714.png,in_stock,893.96 USD,686.00 USD,Amerex,new,,714,
716,Amerex 716 Z-Series | 13.2 lb Purple K | Compliance Flow Fire Extinguisher | 80B:C,"The Amerex 716 Z-Series is a 13.2 lb Purple K dry chemical compliance flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 13.2 lb Purple K dry chemical 80B:C fire rating Compliance Flow design 22-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 716 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 13.2 lb Flow type: Compliance Flow Rating: 80B:C Discharge time: 22 seconds Shipping weight: 31 lb",https://teslafire.com/product/amerex-716-z-series-13-2-lb-purple-k-compliance-flow-fire-extinguisher-80bc/,https://teslafire.com/wp-content/uploads/2026/07/716.png,in_stock,885.55 USD,,Amerex,new,,716,
717,Amerex 717 Z-Series | 20 lb Purple K | Compliance Flow Fire Extinguisher | 120B:C,"The Amerex 717 Z-Series is a 20 lb Purple K dry chemical compliance flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 20 lb Purple K dry chemical 120B:C fire rating Compliance Flow design 29-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 717 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 20 lb Flow type: Compliance Flow Rating: 120B:C Discharge time: 29 seconds Shipping weight: 43 lb",https://teslafire.com/product/amerex-717-z-series-20-lb-purple-k-compliance-flow-fire-extinguisher-120bc/,https://teslafire.com/wp-content/uploads/2026/07/717.png,in_stock,977.43 USD,750.00 USD,Amerex,new,,717,
